13.05.2024 04:26:37.595: [I] Ham2: Entity start: MdbTcpSlvDhubDriver (pid: 6688922, count start: 1)
13.05.2024 04:26:37.640: [I] Ham2: Entity attach: rbloop (pid: 3436599, attach count: 1)
13.05.2024 04:26:37.706: [I] Ham2: Entity start: regul-bus-driver (pid: 6733981, count start: 1)
13.05.2024 04:26:37.762: [I] Ham2: Entity start: redundancy_dhub_driver (pid: 6758556, count start: 1)
13.05.2024 04:26:37.820: [I] Ham2: Entity start: IEC60870Driver (pid: 6779041, count start: 1)
13.05.2024 04:26:37.928: [I] Ham2: Entity start: codesyscontrol (pid: 6815910, count start: 1)
13.05.2024 04:26:37.993: [I] Ham2: Entity start: espd-default (pid: 6815911, count start: 1)
13.05.2024 04:26:38.088: [I] Ham2: Entity start: espd-rdd (pid: 6815916, count start: 1)
13.05.2024 04:26:38.312: [I] Ham2: Entity start: ssdsmart (pid: 6889650, count start: 1)
13.05.2024 04:26:38.408: [I] Ham2: Entity start: supcd (pid: 6918303, count start: 1)
13.05.2024 04:26:38.411: [I] Ham2: Service started successfully
13.05.2024 04:26:43.665: [I] Ham2: Entity exited: devc-soe (pid: 5394530, count death: 1, exit code: 0)
13.05.2024 04:26:44.180: [I] Ham2: Entity attach: devc-soe (pid: 5394530, attach count: 1)
13.05.2024 04:48:48.195: ================================================NEW LOG SESSION===================================================
13.05.2024 04:48:48.211: [I] Ham2: Add entity=[ham_guard], expected process=[ham2] (argv = /usr/bin/ham2)
13.05.2024 04:48:48.212: [I] Ham2: Add entity=[logger], expected process=[logger] (argv = /usr/bin/logger -t)
13.05.2024 04:48:48.212: [I] Ham2: Add entity=[gpiod], expected process=[gpiod] (argv = /scripts/gpiod.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[devc-soe], expected process=[devc-soe] (argv = /usr/sbin/devc-soe)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[hart_dhub_driver], expected process=[hart_dhub_driver] (argv = /scripts/dhub/hart_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[sysinfo0], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh system)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[sysinfo1], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_default)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[sysinfo2], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_redundancy)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[sysinfo3], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_ethercat)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[opcua_dhub_driver], expected process=[opcua_dhub_driver] (argv = /scripts/dhub/opc_ua_server_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[MdbSerialMstrDhubDriver], expected process=[MdbSerialMstrDhubDriver] (argv = /scripts/dhub/modbus_serial_master_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[MdbSerialSlvDhubDriver], expected process=[MdbSerialSlvDhubDriver] (argv = /scripts/dhub/modbus_serial_slave_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[MdbTcpMstrDhubDriver], expected process=[MdbTcpMstrDhubDriver] (argv = /scripts/dhub/modbus_tcp_master_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[MdbTcpSlvDhubDriver], expected process=[MdbTcpSlvDhubDriver] (argv = /scripts/dhub/modbus_tcp_slave_dhub_driver.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[rbloop], expected process=[rbloop] (argv = /scripts/dhub/rbloop.sh)
13.05.2024 04:48:48.213: [I] Ham2: Add entity=[regul-bus-driver], expected process=[regul-bus-driver] (argv = /scripts/dhub/regulbus_dhub_driver.sh)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[redundancy_dhub_driver], expected process=[redundancy_dhub_driver] (argv = /scripts/dhub/redundancy_dhub_driver.sh)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[IEC60870Driver], expected process=[iec60870driver] (argv = /scripts/dhub/iec60870_dhub_driver.sh)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[codesyscontrol], expected process=[codesyscontrol] (argv = /usr/bin/runtime-launcher)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[espd-default], expected process=[espd] (argv = /scripts/espd.sh default)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[espd-rdd], expected process=[espd] (argv = /scripts/espd.sh redundancy)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[ssdsmart], expected process=[ssdsmart] (argv = /usr/bin/ssdsmart)
13.05.2024 04:48:48.214: [I] Ham2: Add entity=[supcd], expected process=[supcd] (argv = /usr/bin/supcd)
13.05.2024 04:48:48.256: [I] Ham2: Entity start: ham_guard (pid: 5255267, count start: 1)
13.05.2024 04:48:48.297: [I] Ham2: Add entity=[ham], expected process=[ham2] (argv = /usr/bin/ham2)
13.05.2024 04:48:48.312: [I] Ham2: Entity attach: logger (pid: 1163279, attach count: 1)
13.05.2024 04:48:48.339: [I] Ham2: Entity attach: ham (pid: 5124184, attach count: 1)
13.05.2024 04:48:48.342: [I] Ham2: Service started successfully
13.05.2024 04:48:48.395: [I] Ham2: Entity attach: gpiod (pid: 2252842, attach count: 1)
13.05.2024 04:48:48.569: [I] Ham2: Entity start: devc-soe (pid: 5464182, count start: 1)
13.05.2024 04:48:48.769: [I] Ham2: Entity start: hart_dhub_driver (pid: 5656688, count start: 1)
13.05.2024 04:48:49.007: [I] Ham2: Entity start: sysinfo0 (pid: 5742690, count start: 1)
13.05.2024 04:48:49.174: [I] Ham2: Entity start: sysinfo1 (pid: 5873791, count start: 1)
13.05.2024 04:48:49.593: [I] Ham2: Entity start: sysinfo2 (pid: 6193287, count start: 1)
13.05.2024 04:48:49.890: [I] Ham2: Entity start: sysinfo3 (pid: 6365310, count start: 1)
13.05.2024 04:48:50.139: [I] Ham2: Entity start: opcua_dhub_driver (pid: 6525051, count start: 1)
13.05.2024 04:48:50.368: [I] Ham2: Entity start: MdbSerialMstrDhubDriver (pid: 6635664, count start: 1)
13.05.2024 04:48:50.481: [I] Ham2: Entity start: MdbSerialSlvDhubDriver (pid: 6668434, count start: 1)
13.05.2024 04:48:50.508: [I] Ham2: Entity start: MdbTcpMstrDhubDriver (pid: 6668437, count start: 1)
13.05.2024 04:48:50.621: [I] Ham2: Entity start: MdbTcpSlvDhubDriver (pid: 6721689, count start: 1)
13.05.2024 04:48:50.664: [I] Ham2: Entity attach: rbloop (pid: 3440692, attach count: 1)
13.05.2024 04:48:50.700: [I] Ham2: Entity start: regul-bus-driver (pid: 6762653, count start: 1)
13.05.2024 04:48:50.769: [I] Ham2: Entity start: redundancy_dhub_driver (pid: 6799519, count start: 1)
13.05.2024 04:48:50.800: [I] Ham2: Entity start: IEC60870Driver (pid: 6799525, count start: 1)
13.05.2024 04:48:50.876: [I] Ham2: Entity start: codesyscontrol (pid: 6832288, count start: 1)
13.05.2024 04:48:51.031: [I] Ham2: Entity start: espd-default (pid: 6844583, count start: 1)
13.05.2024 04:48:51.092: [I] Ham2: Entity start: espd-rdd (pid: 6856870, count start: 1)
13.05.2024 04:48:51.290: [I] Ham2: Entity start: ssdsmart (pid: 6897753, count start: 1)
13.05.2024 04:48:51.468: [I] Ham2: Entity start: supcd (pid: 6975555, count start: 1)
13.05.2024 04:48:51.469: [I] Ham2: Service started successfully
13.05.2024 04:48:56.699: [I] Ham2: Entity exited: devc-soe (pid: 5464182, count death: 1, exit code: 0)
13.05.2024 04:48:57.215: [I] Ham2: Entity attach: devc-soe (pid: 5464182, attach count: 1)
13.05.2024 04:55:09.940: [I] Catch the signal: software termination signal (15)
13.05.2024 04:55:09.940: [I] Catch the signal: software termination signal (15)
13.05.2024 04:55:09.940: [I] Service is stopped
13.05.2024 04:55:09.941: [I] Service is stopped
13.05.2024 04:55:09.945: ================================================END LOG SESSION===================================================
13.05.2024 04:56:18.158: ================================================NEW LOG SESSION===================================================
13.05.2024 04:56:18.168: [I] Ham2: Add entity=[ham_guard], expected process=[ham2] (argv = /usr/bin/ham2)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[logger], expected process=[logger] (argv = /usr/bin/logger -t)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[gpiod], expected process=[gpiod] (argv = /scripts/gpiod.sh)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[devc-soe], expected process=[devc-soe] (argv = /usr/sbin/devc-soe)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[hart_dhub_driver], expected process=[hart_dhub_driver] (argv = /scripts/dhub/hart_dhub_driver.sh)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[sysinfo0], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh system)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[sysinfo1], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_default)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[sysinfo2], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_redundancy)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[sysinfo3], expected process=[sysinfo] (argv = /etc/init/sysinfo.sh net_ethercat)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[opcua_dhub_driver], expected process=[opcua_dhub_driver] (argv = /scripts/dhub/opc_ua_server_dhub_driver.sh)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[MdbSerialMstrDhubDriver], expected process=[MdbSerialMstrDhubDriver] (argv = /scripts/dhub/modbus_serial_master_dhub_driver.sh)
13.05.2024 04:56:18.170: [I] Ham2: Add entity=[MdbSerialSlvDhubDriver], expected process=[MdbSerialSlvDhubDriver] (argv = /scripts/dhub/modbus_serial_slave_dhub_driver.sh)
